short_name,long_name,player_id,player_overall,potential,age,height_cm,weight_kg,value_millions_eur,wage_thousands_eur,pace,shooting,passing,dribbling,defending,physic,player_positions,preferred_foot,nationality_name,league_name,skill_moves,weak_foot,international_reputation,club_name,team_overall,domestic_prestige,def_style,off_chance_creation,overall15,value_millions_eur15,country,image_link
B. Bourigeaud,Benjamin Bourigeaud,214097,81,81,28,178,70,26.0,66.0,76.0,77.0,83.0,81.0,66.0,76.0,"RW, RM, LM",Right,France,Ligue 1,3,3,2,Rennes,77.0,7.0,Balanced,Balanced,70,2.5,France,https://cdn.sofifa.net/players/214/097/23_360.png
J. Musso,Juan Agustín Musso,214979,81,82,28,191,93,20.5,47.0,44.0,73.0,73.0,78.0,82.0,82.0,GK,Right,Argentina,Serie A,1,3,1,Atalanta,79.0,7.0,Press After Possession Loss,Forward Runs,69,1.1,Italy,https://cdn.sofifa.net/players/214/979/23_360.png
Iñaki Williams,Iñaki Williams Arthuer,216201,81,81,28,186,80,26.5,40.0,94.0,78.0,72.0,78.0,38.0,83.0,ST,Right,Ghana,La Liga,4,2,2,Athletic Club,79.0,7.0,Balanced,Forward Runs,81,24.5,Spain,https://cdn.sofifa.net/players/216/201/23_360.png
S. Fofana,Seko Fofana,216320,81,81,27,185,74,27.5,43.0,73.0,74.0,75.0,80.0,73.0,85.0,CM,Right,Côte d'Ivoire,Ligue 1,4,4,2,Lens,74.0,5.0,Pressure On Heavy Touch,Possession,75,11.0,France,https://cdn.sofifa.net/players/216/320/23_360.png
A. Kramarić,Andrej Kramarić,216354,81,81,31,177,73,22.0,50.0,71.0,80.0,77.0,83.0,30.0,72.0,"CF, CAM",Right,Croatia,Bundesliga,4,4,3,TSG Hoffenheim,76.0,5.0,Balanced,Balanced,81,22.0,Germany,https://cdn.sofifa.net/players/216/354/23_360.png
A. Saint-Maximin,Allan Saint-Maximin,216388,81,83,25,173,67,32.5,95.0,90.0,73.0,73.0,88.0,27.0,68.0,"LM, LW",Right,France,Premier League,5,4,2,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,76,11.5,England,https://cdn.sofifa.net/players/216/388/23_360.png
M. Politano,Matteo Politano,216409,81,81,28,171,67,26.0,72.0,83.0,77.0,78.0,84.0,42.0,55.0,"RW, RM",Left,Italy,Serie A,4,4,2,Napoli,80.0,9.0,Balanced,Forward Runs,77,12.0,Italy,https://cdn.sofifa.net/players/216/409/23_360.png
S. Lobotka,Stanislav Lobotka,216435,81,81,27,170,64,27.5,64.0,71.0,68.0,79.0,81.0,73.0,70.0,"CM, CDM",Right,Slovakia,Serie A,3,4,2,Napoli,80.0,9.0,Balanced,Forward Runs,69,1.7,Italy,https://cdn.sofifa.net/players/216/435/23_360.png
H. Lozano,Hirving Rodrigo Lozano Bahena,221992,81,81,26,175,70,28.0,69.0,93.0,76.0,72.0,82.0,41.0,62.0,RW,Right,Mexico,Serie A,4,3,3,Napoli,80.0,9.0,Balanced,Forward Runs,78,14.5,Italy,https://cdn.sofifa.net/players/221/992/23_360.png
M. Pašalić,Mario Pašalić,223273,81,81,27,189,82,27.5,60.0,75.0,79.0,76.0,81.0,67.0,77.0,"CAM, CF, CM",Right,Croatia,Serie A,4,4,2,Atalanta,79.0,7.0,Press After Possession Loss,Forward Runs,76,11.5,Italy,https://cdn.sofifa.net/players/223/273/23_360.png
L. Torreira,Lucas Torreira Di Pascua,223959,81,83,26,166,60,28.5,73.0,72.0,70.0,76.0,80.0,78.0,76.0,"CDM, CM",Right,Uruguay,Super Lig,3,3,2,Galatasaray,76.0,10.0,Pressure On Heavy Touch,Forward Runs,75,10.0,Turkey,https://cdn.sofifa.net/players/223/959/23_360.png
K. Phillips,Kalvin Phillips,224081,81,84,26,178,72,30.5,120.0,66.0,65.0,77.0,76.0,79.0,80.0,"CDM, CM",Right,England,Premier League,3,3,2,Manchester City,85.0,10.0,Press After Possession Loss,Possession,69,1.5,England,https://cdn.sofifa.net/players/224/081/23_360.png
Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,224411,81,83,25,179,68,33.0,100.0,86.0,82.0,74.0,82.0,38.0,69.0,"ST, LW",Right,Portugal,Premier League,4,4,2,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,74,8.5,England,https://cdn.sofifa.net/players/224/411/23_360.png
J. Gomez,Joe Gomez,225100,81,86,25,188,77,34.0,100.0,82.0,30.0,68.0,70.0,80.0,77.0,"CB, RB",Right,England,Premier League,3,3,2,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,70,2.8,England,https://cdn.sofifa.net/players/225/100/23_360.png
S. Bergwijn,Steven Charles Bergwijn,225953,81,84,24,178,78,35.0,22.0,86.0,79.0,75.0,83.0,42.0,71.0,"LW, RW",Right,Netherlands,Eredivisie,4,2,3,Ajax,78.0,10.0,Balanced,Possession,74,9.0,Netherlands,https://cdn.sofifa.net/players/225/953/23_360.png
Aritz Elustondo,Aritz Elustondo Irribaria,226221,81,82,28,180,71,24.5,40.0,64.0,39.0,64.0,61.0,81.0,78.0,"CB, RB",Right,Spain,La Liga,2,3,1,Real Sociedad,78.0,7.0,Balanced,Possession,77,10.5,Spain,https://cdn.sofifa.net/players/226/221/23_360.png
G. Lo Celso,Giovani Lo Celso,226226,81,84,26,177,68,33.5,100.0,71.0,75.0,83.0,84.0,68.0,72.0,"CAM, LM, ST",Left,Argentina,La Liga,4,3,1,Villarreal,80.0,8.0,Balanced,Balanced,74,10.0,Spain,https://cdn.sofifa.net/players/226/226/23_360.png
K. Tierney,Kieran Tierney,226491,81,85,25,178,70,33.0,82.0,84.0,60.0,75.0,78.0,76.0,78.0,LB,Left,Scotland,Premier League,3,3,2,Arsenal,80.0,7.0,Balanced,Possession,74,8.5,England,https://cdn.sofifa.net/players/226/491/23_360.png
B. Pavard,Benjamin Pavard,226851,81,83,26,186,81,29.5,63.0,68.0,56.0,72.0,71.0,83.0,78.0,"RB, CB",Right,France,Bundesliga,3,3,3,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,72,3.9,Germany,https://cdn.sofifa.net/players/226/851/23_360.png
A. Zambo Anguissa,André-Franck Zambo Anguissa,227236,81,83,26,184,78,28.5,58.0,78.0,68.0,71.0,81.0,80.0,84.0,"CDM, CM",Right,Cameroon,Serie A,3,3,1,Napoli,80.0,9.0,Balanced,Forward Runs,71,2.9,Italy,https://cdn.sofifa.net/players/227/236/23_360.png
R. Bentancur,Rodrigo Bentancur Colmán,227535,81,85,25,187,73,35.5,95.0,69.0,67.0,80.0,82.0,79.0,77.0,CM,Right,Uruguay,Premier League,4,4,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,69,2.3,England,https://cdn.sofifa.net/players/227/535/23_360.png
M. Akanji,Manuel Obafemi Akanji,229237,81,82,26,187,91,26.5,120.0,77.0,48.0,70.0,74.0,83.0,78.0,CB,Right,Switzerland,Premier League,2,4,2,Manchester City,85.0,10.0,Press After Possession Loss,Possession,72,4.7,England,https://cdn.sofifa.net/players/229/237/23_360.png
D. Zakaria,Denis Lemi Zakaria Lako Lado,229261,81,86,25,191,81,34.5,95.0,82.0,64.0,73.0,77.0,80.0,84.0,"CDM, CM",Right,Switzerland,Premier League,3,3,2,Chelsea,84.0,9.0,Balanced,Possession,72,7.0,England,https://cdn.sofifa.net/players/229/261/23_360.png
Palhinha,João Maria Lobo Alves Palhinha Gonçalves,229391,81,83,26,190,85,28.5,66.0,59.0,65.0,70.0,72.0,82.0,89.0,"CDM, CM",Right,Portugal,Premier League,2,4,1,Fulham,76.0,2.0,Pressure On Heavy Touch,Balanced,76,10.0,England,https://cdn.sofifa.net/players/229/391/23_360.png
G. Mancini,Gianluca Mancini,229582,81,83,26,190,77,28.0,68.0,67.0,45.0,50.0,59.0,81.0,87.0,CB,Right,Italy,Serie A,2,3,2,Roma,80.0,8.0,Balanced,Possession,60,0.27,Italy,https://cdn.sofifa.net/players/229/582/23_360.png
Heberto Gaúcho,Juan Heberto Mestres de Mesquita,230225,81,81,26,181,82,24.5,43.0,71.0,61.0,57.0,63.0,82.0,80.0,"CB, CDM",Right,Brazil,Serie A,2,3,1,Atlético Mineiro,75.0,7.0,Pressure On Heavy Touch,Possession,0,0.0,Italy,https://cdn.sofifa.net/players/230/225/23_360.png
Adryan Zonta,Adryan Juliano Zonta Torres,230256,81,81,30,172,68,22.0,23.0,93.0,66.0,75.0,76.0,72.0,77.0,"LWB, LB",Left,Brazil,Serie A,2,4,1,Bragantino,74.0,1.0,Press After Possession Loss,Balanced,0,0.0,Italy,https://cdn.sofifa.net/players/230/256/23_360.png
Rosival Jailson,Rosival Jailson Dourado Santos,230258,81,81,22,175,70,27.0,31.0,77.0,57.0,74.0,77.0,82.0,68.0,"CDM, CM, CAM",Right,Brazil,Serie A,2,4,1,Corinthians,73.0,8.0,Balanced,Balanced,76,6.0,Italy,https://cdn.sofifa.net/players/230/258/23_360.png
Adriano Bisesi,Louri Adriano Bisesi Barbosa,230294,81,81,30,188,83,25.5,27.0,78.0,84.0,62.0,72.0,33.0,71.0,"ST, CF",Right,Brazil,Serie A,4,3,1,Bragantino,74.0,1.0,Press After Possession Loss,Balanced,77,10.0,Italy,https://cdn.sofifa.net/players/230/294/23_360.png
Welington Dano,Welington Kauê Dano Nascimento,230347,81,81,22,178,69,27.5,37.0,79.0,54.0,76.0,79.0,75.0,74.0,"LB, LM",Left,Brazil,Serie A,4,4,1,Atlético Mineiro,75.0,7.0,Pressure On Heavy Touch,Possession,76,6.0,Italy,https://cdn.sofifa.net/players/230/347/23_360.png
Nailton Suzuki,Nailton Suzuki Ito,230384,81,81,26,180,75,28.0,47.0,82.0,73.0,77.0,82.0,52.0,70.0,"CAM, CF, ST",Right,Brazil,Serie A,2,4,1,Atlético Mineiro,75.0,7.0,Pressure On Heavy Touch,Possession,72,2.8,Italy,https://cdn.sofifa.net/players/230/384/23_360.png
Oswaldinato,Marvin Oswaldo Rangel Azevedo,230430,81,81,30,184,79,25.5,54.0,76.0,81.0,67.0,77.0,20.0,78.0,ST,Right,Brazil,Serie A,2,3,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,67,0.3,Italy,https://cdn.sofifa.net/players/230/430/23_360.png
Richarlison,Richarlison de Andrade,231943,81,84,25,184,71,34.5,105.0,82.0,79.0,72.0,82.0,53.0,79.0,"ST, LW",Right,Brazil,Premier League,4,5,3,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,73,7.0,England,https://cdn.sofifa.net/players/231/943/23_360.png
R. Malinovskyi,Ruslan Malinovskyi,231969,81,81,29,181,79,25.5,68.0,76.0,80.0,82.0,81.0,64.0,80.0,"CF, CAM",Left,Ukraine,Ligue 1,4,4,3,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,75,8.5,France,https://cdn.sofifa.net/players/231/969/23_360.png
Gabriel,Gabriel dos Santos Magalhães,232580,81,86,24,190,87,35.0,74.0,68.0,36.0,61.0,58.0,83.0,80.0,CB,Left,Brazil,Premier League,2,2,2,Arsenal,80.0,7.0,Balanced,Possession,67,1.1,England,https://cdn.sofifa.net/players/232/580/23_360.png
X. Schlager,Xaver Schlager,233195,81,84,24,174,78,32.0,49.0,72.0,70.0,74.0,78.0,74.0,82.0,"CDM, CM",Left,Austria,Bundesliga,3,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,62,0.65,Germany,https://cdn.sofifa.net/players/233/195/23_360.png
R. Le Normand,Robin Le Normand,233486,81,86,25,187,81,34.0,36.0,63.0,25.0,53.0,58.0,83.0,80.0,CB,Right,France,La Liga,2,3,1,Real Sociedad,78.0,7.0,Balanced,Possession,0,0.0,Spain,https://cdn.sofifa.net/players/233/486/23_360.png
Diogo Costa,Diogo Meireles Costa,234577,81,87,22,192,84,33.5,12.0,32.0,79.0,79.0,77.0,79.0,79.0,GK,Right,Portugal,Liga Portugal,1,2,1,Porto,78.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal,https://cdn.sofifa.net/players/234/577/23_360.png
I. Sangaré,Ibrahim Sangaré,235173,81,86,24,191,77,35.5,20.0,66.0,66.0,73.0,75.0,81.0,86.0,"CDM, CM",Right,Côte d'Ivoire,Eredivisie,3,4,2,PSV,76.0,9.0,Pressure On Heavy Touch,Balanced,70,2.7,Netherlands,https://cdn.sofifa.net/players/235/173/23_360.png
D. Szoboszlai,Dominik Szoboszlai,236772,81,87,21,186,74,41.5,46.0,80.0,81.0,82.0,81.0,34.0,63.0,"CAM, LM",Right,Hungary,Bundesliga,4,4,1,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,0,0.0,Germany,https://cdn.sofifa.net/players/236/772/23_360.png
M. Terrier,Martin Terrier,236786,81,84,25,184,78,34.0,61.0,85.0,82.0,75.0,79.0,36.0,72.0,"LW, LM, ST",Right,France,Ligue 1,3,3,2,Rennes,77.0,7.0,Balanced,Balanced,65,0.98,France,https://cdn.sofifa.net/players/236/786/23_360.png
A. Barák,Antonín Barák,236791,81,81,27,190,86,28.0,41.0,74.0,79.0,80.0,81.0,65.0,75.0,"CF, CM",Left,Czech Republic,Serie A,4,3,1,Fiorentina,77.0,6.0,Balanced,Forward Runs,72,5.0,Italy,https://cdn.sofifa.net/players/236/791/23_360.png
T. Souček,Tomáš Souček,236792,81,82,27,192,86,26.5,75.0,56.0,71.0,73.0,72.0,82.0,84.0,"CDM, CM",Right,Czech Republic,Premier League,3,3,1,West Ham United,79.0,6.0,Balanced,Forward Runs,70,0.0,England,https://cdn.sofifa.net/players/236/792/23_360.png
I. Konaté,Ibrahima Konaté,237678,81,88,23,194,95,48.0,90.0,77.0,34.0,57.0,67.0,82.0,80.0,CB,Right,France,Premier League,3,2,2,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,61,0.48,England,https://cdn.sofifa.net/players/237/678/23_360.png
R. Kolo Muani,Randal Kolo Muani,237679,81,86,23,187,73,39.5,37.0,87.0,74.0,68.0,82.0,38.0,62.0,"ST, RM",Right,France,Bundesliga,4,3,1,Eintracht Frankfurt,78.0,6.0,Press After Possession Loss,Forward Runs,63,0.68,Germany,https://cdn.sofifa.net/players/237/679/23_360.png
N. Zaniolo,Nicolò Zaniolo,238067,81,88,22,190,79,53.0,71.0,87.0,74.0,72.0,82.0,62.0,83.0,"CF, RW, RM",Left,Italy,Serie A,4,3,2,Roma,80.0,8.0,Balanced,Possession,0,0.0,Italy,https://cdn.sofifa.net/players/238/067/23_360.png
Cucurella,Marc Cucurella Saseta,239231,81,85,23,173,66,34.5,90.0,76.0,68.0,78.0,80.0,77.0,74.0,"LB, CB, LWB",Left,Spain,Premier League,3,3,1,Chelsea,84.0,9.0,Balanced,Possession,67,1.4,England,https://cdn.sofifa.net/players/239/231/23_360.png
D. Livaković,Dominik Livaković,241671,81,84,27,187,79,25.5,1.0,56.0,71.0,71.0,76.0,79.0,80.0,GK,Right,Croatia,1. HNL,1,2,2,Dinamo Zagreb,72.0,10.0,Balanced,Balanced,0,0.0,Unknown,https://cdn.sofifa.net/players/241/671/23_360.png
W. Saliba,William Alain André Gabriel Saliba,243715,81,89,21,193,85,54.0,62.0,81.0,39.0,67.0,72.0,82.0,79.0,CB,Right,France,Premier League,2,3,2,Arsenal,80.0,7.0,Balanced,Possession,0,0.0,England,https://cdn.sofifa.net/players/243/715/23_360.png
Rodrygo,Rodrygo Silva de Goes,243812,81,88,21,174,64,52.5,130.0,88.0,77.0,74.0,84.0,32.0,61.0,"RW, LW, ST",Right,Brazil,La Liga,4,4,1,Real Madrid,85.0,10.0,Balanced,Balanced,0,0.0,Spain,https://cdn.sofifa.net/players/243/812/23_360.png
D. Kulusevski,Dejan Kulusevski,247394,81,86,22,186,75,39.5,105.0,78.0,77.0,79.0,83.0,56.0,74.0,RW,Left,Sweden,Premier League,4,3,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,0,0.0,England,https://cdn.sofifa.net/players/247/394/23_360.png
N. Schlotterbeck,Nico Schlotterbeck,247819,81,87,22,191,86,37.5,43.0,76.0,56.0,65.0,72.0,83.0,79.0,CB,Left,Germany,Bundesliga,3,2,1,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,0,0.0,Germany,https://cdn.sofifa.net/players/247/819/23_360.png
S. Botman,Sven Botman,251809,81,87,22,193,81,37.5,79.0,58.0,37.0,61.0,63.0,81.0,83.0,CB,Left,Netherlands,Premier League,2,3,2,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,0,0.0,England,https://cdn.sofifa.net/players/251/809/23_360.png
J. Frimpong,Jeremie Agyekum Frimpong,253149,81,87,21,171,64,38.5,41.0,94.0,56.0,74.0,84.0,74.0,70.0,"RB, RWB, RM",Right,Netherlands,Bundesliga,3,3,1,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,0,0.0,Germany,https://cdn.sofifa.net/players/253/149/23_360.png
G. Ochoa,Francisco Guillermo Ochoa Magaña,140233,80,80,36,185,78,2.3,17.0,50.0,70.0,70.0,73.0,81.0,82.0,GK,Right,Mexico,Serie A,1,3,1,Salernitana,74.0,3.0,Pressure On Heavy Touch,Forward Runs,79,7.5,Italy,https://cdn.sofifa.net/players/140/233/23_360.png
A. Consigli,Andrea Consigli,163489,80,80,35,189,82,2.3,20.0,42.0,72.0,72.0,81.0,78.0,80.0,GK,Right,Italy,Serie A,1,3,2,Sassuolo,75.0,4.0,Press After Possession Loss,Possession,82,14.0,Italy,https://cdn.sofifa.net/players/163/489/23_360.png
Raúl García,Raúl García Escudero,171579,80,80,35,184,83,9.0,28.0,35.0,83.0,82.0,78.0,59.0,84.0,ST,Right,Spain,La Liga,3,3,2,Athletic Club,79.0,7.0,Balanced,Forward Runs,81,17.0,Spain,https://cdn.sofifa.net/players/171/579/23_360.png
José Fonte,José Miguel da Rocha Fonte,171791,80,80,38,191,81,3.8,26.0,31.0,46.0,62.0,62.0,82.0,80.0,CB,Right,Portugal,Ligue 1,2,3,3,Lille,75.0,6.0,Pressure On Heavy Touch,Possession,79,5.0,France,https://cdn.sofifa.net/players/171/791/23_360.png
A. Candreva,Antonio Candreva,173221,80,80,35,180,70,8.5,20.0,70.0,79.0,80.0,81.0,61.0,63.0,"RM, CM",Right,Italy,Serie A,4,4,3,Salernitana,74.0,3.0,Pressure On Heavy Touch,Forward Runs,80,14.0,Italy,https://cdn.sofifa.net/players/173/221/23_360.png
Joselu,José Luis Sanmartín Mato,173608,80,80,32,192,80,17.0,27.0,64.0,81.0,69.0,73.0,31.0,77.0,ST,Right,Spain,La Liga,3,3,1,Espanyol,76.0,5.0,Press After Possession Loss,Forward Runs,75,8.0,Spain,https://cdn.sofifa.net/players/173/608/23_360.png
D. Ospina,David Ospina Ramírez,176550,80,80,33,183,80,7.0,36.0,34.0,77.0,77.0,76.0,80.0,81.0,GK,Right,Colombia,Pro League,1,3,2,Al Nassr,73.0,9.0,Pressure On Heavy Touch,Forward Runs,79,9.0,Unknown,https://cdn.sofifa.net/players/176/550/23_360.png
D. Payet,Dimitri Payet,177388,80,80,35,175,77,8.5,35.0,70.0,77.0,82.0,81.0,40.0,65.0,"CAM, LW, CF",Right,France,Ligue 1,4,4,3,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,84,29.5,France,https://cdn.sofifa.net/players/177/388/23_360.png
E. Capoue,Etienne Capoue,178213,80,80,33,190,80,13.0,39.0,53.0,73.0,78.0,75.0,79.0,78.0,"CM, CDM",Right,France,La Liga,3,3,2,Villarreal,80.0,8.0,Balanced,Balanced,76,7.5,Spain,https://cdn.sofifa.net/players/178/213/23_360.png
G. Wijnaldum,Georginio Gregion Emile Wijnaldum,181291,80,80,31,175,74,17.5,83.0,69.0,71.0,77.0,80.0,77.0,78.0,"CM, CDM",Right,Netherlands,Serie A,3,4,3,Roma,80.0,8.0,Balanced,Possession,82,27.0,Italy,https://cdn.sofifa.net/players/181/291/23_360.png
F. Muslera,Néstor Fernando Muslera Micol,182494,80,80,36,190,74,2.3,36.0,51.0,72.0,72.0,80.0,83.0,76.0,GK,Right,Uruguay,Super Lig,1,2,3,Galatasaray,76.0,10.0,Pressure On Heavy Touch,Forward Runs,82,13.5,Turkey,https://cdn.sofifa.net/players/182/494/23_360.png
M. Darmian,Matteo Darmian,184392,80,80,32,183,70,14.5,63.0,71.0,59.0,70.0,75.0,81.0,70.0,"RWB, RM",Right,Italy,Serie A,3,5,2,Inter,83.0,9.0,Balanced,Forward Runs,80,13.5,Italy,https://cdn.sofifa.net/players/184/392/23_360.png
F. Coquelin,Francis Coquelin,189271,80,80,31,176,74,17.5,39.0,68.0,68.0,78.0,79.0,78.0,80.0,"CM, LM, CDM",Right,France,La Liga,3,4,2,Villarreal,80.0,8.0,Balanced,Balanced,79,12.0,Spain,https://cdn.sofifa.net/players/189/271/23_360.png
Alex Sandro,Alex Sandro Lobo Silva,191043,80,80,31,180,80,15.5,95.0,75.0,65.0,74.0,79.0,76.0,78.0,LB,Left,Brazil,Serie A,3,3,3,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,86,44.0,Italy,https://cdn.sofifa.net/players/191/043/23_360.png
B. Leno,Bernd Leno,192563,80,80,30,190,83,14.0,50.0,54.0,74.0,74.0,78.0,79.0,81.0,GK,Right,Germany,Premier League,1,3,3,Fulham,76.0,2.0,Pressure On Heavy Touch,Balanced,85,34.0,England,https://cdn.sofifa.net/players/192/563/23_360.png
J. Corona,Jesús Manuel Corona Ruíz,193165,80,80,29,173,66,20.5,38.0,82.0,65.0,79.0,86.0,73.0,67.0,"RW, LW",Right,Mexico,La Liga,5,5,3,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,81,23.0,Spain,https://cdn.sofifa.net/players/193/165/23_360.png
T. Delaney,Thomas Joseph Delaney,193283,80,80,30,182,79,17.5,31.0,72.0,71.0,74.0,73.0,81.0,81.0,"CDM, CM",Left,Denmark,La Liga,2,4,2,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,0,0.0,Spain,https://cdn.sofifa.net/players/193/283/23_360.png
A. Delort,Andy Delort,193983,80,80,30,181,83,20.5,55.0,82.0,81.0,72.0,75.0,37.0,82.0,ST,Right,Algeria,Ligue 1,3,3,2,Nice,77.0,6.0,Press After Possession Loss,Possession,76,10.0,France,https://cdn.sofifa.net/players/193/983/23_360.png
C. Wilson,Callum Wilson,196978,80,80,30,180,66,20.5,100.0,81.0,79.0,66.0,77.0,42.0,75.0,ST,Right,England,Premier League,4,3,2,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,75,8.5,England,https://cdn.sofifa.net/players/196/978/23_360.png
Jonathan Viera,Jonathan Viera Ramos,198164,80,80,32,171,67,16.5,14.0,80.0,75.0,79.0,81.0,63.0,72.0,"CAM, CM, LM",Right,Spain,La Liga 2,4,4,2,Las Palmas,72.0,8.0,Press After Possession Loss,Possession,82,23.0,Unknown,https://cdn.sofifa.net/players/198/164/23_360.png
Sergi Roberto,Sergio Roberto Carnicer,199564,80,80,30,178,68,18.0,125.0,74.0,63.0,79.0,77.0,75.0,72.0,"RB, CM",Right,Spain,La Liga,3,3,3,FC Barcelona,84.0,10.0,Balanced,Possession,81,19.5,Spain,https://cdn.sofifa.net/players/199/564/23_360.png
H. Vanaken,Hans Vanaken,200155,80,80,29,195,80,20.5,34.0,44.0,79.0,81.0,76.0,59.0,74.0,"CM, CAM",Right,Belgium,Jupiler Pro League,4,5,1,Club Brugge,75.0,10.0,Pressure On Heavy Touch,Balanced,75,8.5,Unknown,https://cdn.sofifa.net/players/200/155/23_360.png
S. Ortega,Stefan Ortega Moreno,200159,80,80,29,185,88,14.5,95.0,52.0,86.0,86.0,74.0,80.0,76.0,GK,Right,Germany,Premier League,1,4,1,Manchester City,85.0,10.0,Press After Possession Loss,Possession,68,0.88,England,https://cdn.sofifa.net/players/200/159/23_360.png
Danilo Pereira,Danilo Luís Hélio Pereira,200888,80,80,30,188,83,17.5,76.0,56.0,63.0,70.0,71.0,79.0,85.0,"CDM, CM, CB",Right,Portugal,Ligue 1,3,3,3,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,83,27.5,France,https://cdn.sofifa.net/players/200/888/23_360.png
C. Biraghi,Cristiano Biraghi,201389,80,80,29,185,78,18.5,58.0,76.0,69.0,78.0,77.0,77.0,75.0,LB,Left,Italy,Serie A,3,3,2,Fiorentina,77.0,6.0,Balanced,Forward Runs,72,3.5,Italy,https://cdn.sofifa.net/players/201/389/23_360.png
R. Freuler,Remo Marco Freuler,202024,80,80,30,181,80,20.0,72.0,66.0,71.0,75.0,77.0,75.0,74.0,"CM, CDM",Right,Switzerland,Premier League,4,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,75,8.5,England,https://cdn.sofifa.net/players/202/024/23_360.png
E. Dier,Eric Dier,202335,80,81,28,188,90,20.0,90.0,54.0,64.0,70.0,64.0,79.0,84.0,CB,Right,England,Premier League,2,2,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,82,25.0,England,https://cdn.sofifa.net/players/202/335/23_360.png
J. Tarkowski,James Tarkowski,202695,80,80,29,188,81,17.5,48.0,55.0,45.0,65.0,63.0,82.0,81.0,CB,Right,England,Premier League,2,4,1,Everton,77.0,4.0,Balanced,Forward Runs,74,6.5,England,https://cdn.sofifa.net/players/202/695/23_360.png
H. Maguire,Harry Maguire,203263,80,80,29,193,100,17.5,110.0,48.0,57.0,68.0,66.0,79.0,84.0,CB,Right,England,Premier League,2,3,3,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,77,10.5,England,https://cdn.sofifa.net/players/203/263/23_360.png
Edgar Badia,Edgar Badia Guardiola,204234,80,80,30,180,70,14.0,20.0,44.0,77.0,77.0,77.0,78.0,78.0,GK,Right,Spain,La Liga,1,3,1,Elche,74.0,2.0,Balanced,Direct Passing,72,3.1,Spain,https://cdn.sofifa.net/players/204/234/23_360.png
K. Zouma,Kurt Happy Zouma,204311,80,82,27,190,95,22.5,70.0,61.0,51.0,62.0,56.0,80.0,84.0,CB,Right,France,Premier League,2,3,2,West Ham United,79.0,6.0,Balanced,Forward Runs,79,15.0,England,https://cdn.sofifa.net/players/204/311/23_360.png
A. Milik,Arkadiusz Krystian Milik,205175,80,80,28,186,80,21.5,53.0,61.0,83.0,72.0,76.0,40.0,73.0,ST,Left,Poland,Serie A,3,3,3,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,79,18.0,Italy,https://cdn.sofifa.net/players/205/175/23_360.png
L. Ocampos,Lucas Ariel Ocampos,205632,80,80,27,188,84,22.5,36.0,79.0,80.0,77.0,81.0,62.0,83.0,"RW, LW",Right,Argentina,Eredivisie,4,3,2,Ajax,78.0,10.0,Balanced,Possession,76,11.0,Netherlands,https://cdn.sofifa.net/players/205/632/23_360.png
L. Trossard,Leandro Trossard,207421,80,80,27,171,67,22.5,75.0,82.0,79.0,76.0,83.0,30.0,62.0,"LM, ST",Right,Belgium,Premier League,4,4,1,Brighton & Hove Albion,76.0,3.0,Press After Possession Loss,Balanced,73,5.5,England,https://cdn.sofifa.net/players/207/421/23_360.png
L. Paredes,Leandro Daniel Paredes,207439,80,80,28,180,75,21.0,86.0,67.0,66.0,83.0,81.0,75.0,78.0,"CM, CDM",Right,Argentina,Serie A,4,4,2,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,79,16.5,Italy,https://cdn.sofifa.net/players/207/439/23_360.png
Felipe,Felipe Augusto de Almeida Monteiro,207863,80,80,33,190,84,10.0,53.0,58.0,44.0,59.0,60.0,81.0,82.0,CB,Right,Brazil,La Liga,2,3,3,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,82,18.0,Spain,https://cdn.sofifa.net/players/207/863/23_360.png
