short_name,long_name,player_id,player_overall,potential,age,height_cm,weight_kg,value_millions_eur,wage_thousands_eur,pace,shooting,passing,dribbling,defending,physic,player_positions,preferred_foot,nationality_name,league_name,skill_moves,weak_foot,international_reputation,club_name,team_overall,domestic_prestige,def_style,off_chance_creation,overall15,value_millions_eur15
B. Pavard,Benjamin Pavard,226851,81,83,26,186,81,29.5,63.0,68.0,56.0,72.0,71.0,83.0,78.0,"RB, CB",Right,France,Bundesliga,3,3,3,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,72,3.9
A. Zambo Anguissa,André-Franck Zambo Anguissa,227236,81,83,26,184,78,28.5,58.0,78.0,68.0,71.0,81.0,80.0,84.0,"CDM, CM",Right,Cameroon,Serie A,3,3,1,Napoli,80.0,9.0,Balanced,Forward Runs,71,2.9
R. Bentancur,Rodrigo Bentancur Colmán,227535,81,85,25,187,73,35.5,95.0,69.0,67.0,80.0,82.0,79.0,77.0,CM,Right,Uruguay,Premier League,4,4,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,69,2.3
M. Akanji,Manuel Obafemi Akanji,229237,81,82,26,187,91,26.5,120.0,77.0,48.0,70.0,74.0,83.0,78.0,CB,Right,Switzerland,Premier League,2,4,2,Manchester City,85.0,10.0,Press After Possession Loss,Possession,72,4.7
D. Zakaria,Denis Lemi Zakaria Lako Lado,229261,81,86,25,191,81,34.5,95.0,82.0,64.0,73.0,77.0,80.0,84.0,"CDM, CM",Right,Switzerland,Premier League,3,3,2,Chelsea,84.0,9.0,Balanced,Possession,72,7.0
Palhinha,João Maria Lobo Alves Palhinha Gonçalves,229391,81,83,26,190,85,28.5,66.0,59.0,65.0,70.0,72.0,82.0,89.0,"CDM, CM",Right,Portugal,Premier League,2,4,1,Fulham,76.0,2.0,Pressure On Heavy Touch,Balanced,76,10.0
G. Mancini,Gianluca Mancini,229582,81,83,26,190,77,28.0,68.0,67.0,45.0,50.0,59.0,81.0,87.0,CB,Right,Italy,Serie A,2,3,2,Roma,80.0,8.0,Balanced,Possession,60,0.27
Heberto Gaúcho,Juan Heberto Mestres de Mesquita,230225,81,81,26,181,82,24.5,43.0,71.0,61.0,57.0,63.0,82.0,80.0,"CB, CDM",Right,Brazil,Serie A,2,3,1,Atlético Mineiro,75.0,7.0,Pressure On Heavy Touch,Possession,0,0.0
Adryan Zonta,Adryan Juliano Zonta Torres,230256,81,81,30,172,68,22.0,23.0,93.0,66.0,75.0,76.0,72.0,77.0,"LWB, LB",Left,Brazil,Serie A,2,4,1,Bragantino,74.0,1.0,Press After Possession Loss,Balanced,0,0.0
Rosival Jailson,Rosival Jailson Dourado Santos,230258,81,81,22,175,70,27.0,31.0,77.0,57.0,74.0,77.0,82.0,68.0,"CDM, CM, CAM",Right,Brazil,Serie A,2,4,1,Corinthians,73.0,8.0,Balanced,Balanced,76,6.0
Adriano Bisesi,Louri Adriano Bisesi Barbosa,230294,81,81,30,188,83,25.5,27.0,78.0,84.0,62.0,72.0,33.0,71.0,"ST, CF",Right,Brazil,Serie A,4,3,1,Bragantino,74.0,1.0,Press After Possession Loss,Balanced,77,10.0
Welington Dano,Welington Kauê Dano Nascimento,230347,81,81,22,178,69,27.5,37.0,79.0,54.0,76.0,79.0,75.0,74.0,"LB, LM",Left,Brazil,Serie A,4,4,1,Atlético Mineiro,75.0,7.0,Pressure On Heavy Touch,Possession,76,6.0
Nailton Suzuki,Nailton Suzuki Ito,230384,81,81,26,180,75,28.0,47.0,82.0,73.0,77.0,82.0,52.0,70.0,"CAM, CF, ST",Right,Brazil,Serie A,2,4,1,Atlético Mineiro,75.0,7.0,Pressure On Heavy Touch,Possession,72,2.8
Oswaldinato,Marvin Oswaldo Rangel Azevedo,230430,81,81,30,184,79,25.5,54.0,76.0,81.0,67.0,77.0,20.0,78.0,ST,Right,Brazil,Serie A,2,3,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,67,0.3
Richarlison,Richarlison de Andrade,231943,81,84,25,184,71,34.5,105.0,82.0,79.0,72.0,82.0,53.0,79.0,"ST, LW",Right,Brazil,Premier League,4,5,3,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,73,7.0
R. Malinovskyi,Ruslan Malinovskyi,231969,81,81,29,181,79,25.5,68.0,76.0,80.0,82.0,81.0,64.0,80.0,"CF, CAM",Left,Ukraine,Ligue 1,4,4,3,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,75,8.5
Gabriel,Gabriel dos Santos Magalhães,232580,81,86,24,190,87,35.0,74.0,68.0,36.0,61.0,58.0,83.0,80.0,CB,Left,Brazil,Premier League,2,2,2,Arsenal,80.0,7.0,Balanced,Possession,67,1.1
X. Schlager,Xaver Schlager,233195,81,84,24,174,78,32.0,49.0,72.0,70.0,74.0,78.0,74.0,82.0,"CDM, CM",Left,Austria,Bundesliga,3,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,62,0.65
R. Le Normand,Robin Le Normand,233486,81,86,25,187,81,34.0,36.0,63.0,25.0,53.0,58.0,83.0,80.0,CB,Right,France,La Liga,2,3,1,Real Sociedad,78.0,7.0,Balanced,Possession,0,0.0
Diogo Costa,Diogo Meireles Costa,234577,81,87,22,192,84,33.5,12.0,32.0,79.0,79.0,77.0,79.0,79.0,GK,Right,Portugal,Liga Portugal,1,2,1,Porto,78.0,10.0,Press After Possession Loss,Balanced,0,0.0
I. Sangaré,Ibrahim Sangaré,235173,81,86,24,191,77,35.5,20.0,66.0,66.0,73.0,75.0,81.0,86.0,"CDM, CM",Right,Côte d'Ivoire,Eredivisie,3,4,2,PSV,76.0,9.0,Pressure On Heavy Touch,Balanced,70,2.7
D. Szoboszlai,Dominik Szoboszlai,236772,81,87,21,186,74,41.5,46.0,80.0,81.0,82.0,81.0,34.0,63.0,"CAM, LM",Right,Hungary,Bundesliga,4,4,1,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,0,0.0
M. Terrier,Martin Terrier,236786,81,84,25,184,78,34.0,61.0,85.0,82.0,75.0,79.0,36.0,72.0,"LW, LM, ST",Right,France,Ligue 1,3,3,2,Rennes,77.0,7.0,Balanced,Balanced,65,0.98
A. Barák,Antonín Barák,236791,81,81,27,190,86,28.0,41.0,74.0,79.0,80.0,81.0,65.0,75.0,"CF, CM",Left,Czech Republic,Serie A,4,3,1,Fiorentina,77.0,6.0,Balanced,Forward Runs,72,5.0
T. Souček,Tomáš Souček,236792,81,82,27,192,86,26.5,75.0,56.0,71.0,73.0,72.0,82.0,84.0,"CDM, CM",Right,Czech Republic,Premier League,3,3,1,West Ham United,79.0,6.0,Balanced,Forward Runs,70,0.0
I. Konaté,Ibrahima Konaté,237678,81,88,23,194,95,48.0,90.0,77.0,34.0,57.0,67.0,82.0,80.0,CB,Right,France,Premier League,3,2,2,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,61,0.48
R. Kolo Muani,Randal Kolo Muani,237679,81,86,23,187,73,39.5,37.0,87.0,74.0,68.0,82.0,38.0,62.0,"ST, RM",Right,France,Bundesliga,4,3,1,Eintracht Frankfurt,78.0,6.0,Press After Possession Loss,Forward Runs,63,0.68
N. Zaniolo,Nicolò Zaniolo,238067,81,88,22,190,79,53.0,71.0,87.0,74.0,72.0,82.0,62.0,83.0,"CF, RW, RM",Left,Italy,Serie A,4,3,2,Roma,80.0,8.0,Balanced,Possession,0,0.0
Cucurella,Marc Cucurella Saseta,239231,81,85,23,173,66,34.5,90.0,76.0,68.0,78.0,80.0,77.0,74.0,"LB, CB, LWB",Left,Spain,Premier League,3,3,1,Chelsea,84.0,9.0,Balanced,Possession,67,1.4
D. Livaković,Dominik Livaković,241671,81,84,27,187,79,25.5,1.0,56.0,71.0,71.0,76.0,79.0,80.0,GK,Right,Croatia,1. HNL,1,2,2,Dinamo Zagreb,72.0,10.0,Balanced,Balanced,0,0.0
W. Saliba,William Alain André Gabriel Saliba,243715,81,89,21,193,85,54.0,62.0,81.0,39.0,67.0,72.0,82.0,79.0,CB,Right,France,Premier League,2,3,2,Arsenal,80.0,7.0,Balanced,Possession,0,0.0
Rodrygo,Rodrygo Silva de Goes,243812,81,88,21,174,64,52.5,130.0,88.0,77.0,74.0,84.0,32.0,61.0,"RW, LW, ST",Right,Brazil,La Liga,4,4,1,Real Madrid,85.0,10.0,Balanced,Balanced,0,0.0
D. Kulusevski,Dejan Kulusevski,247394,81,86,22,186,75,39.5,105.0,78.0,77.0,79.0,83.0,56.0,74.0,RW,Left,Sweden,Premier League,4,3,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,0,0.0
N. Schlotterbeck,Nico Schlotterbeck,247819,81,87,22,191,86,37.5,43.0,76.0,56.0,65.0,72.0,83.0,79.0,CB,Left,Germany,Bundesliga,3,2,1,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,0,0.0
S. Botman,Sven Botman,251809,81,87,22,193,81,37.5,79.0,58.0,37.0,61.0,63.0,81.0,83.0,CB,Left,Netherlands,Premier League,2,3,2,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,0,0.0
J. Frimpong,Jeremie Agyekum Frimpong,253149,81,87,21,171,64,38.5,41.0,94.0,56.0,74.0,84.0,74.0,70.0,"RB, RWB, RM",Right,Netherlands,Bundesliga,3,3,1,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,0,0.0
G. Ochoa,Francisco Guillermo Ochoa Magaña,140233,80,80,36,185,78,2.3,17.0,50.0,70.0,70.0,73.0,81.0,82.0,GK,Right,Mexico,Serie A,1,3,1,Salernitana,74.0,3.0,Pressure On Heavy Touch,Forward Runs,79,7.5
A. Consigli,Andrea Consigli,163489,80,80,35,189,82,2.3,20.0,42.0,72.0,72.0,81.0,78.0,80.0,GK,Right,Italy,Serie A,1,3,2,Sassuolo,75.0,4.0,Press After Possession Loss,Possession,82,14.0
Raúl García,Raúl García Escudero,171579,80,80,35,184,83,9.0,28.0,35.0,83.0,82.0,78.0,59.0,84.0,ST,Right,Spain,La Liga,3,3,2,Athletic Club,79.0,7.0,Balanced,Forward Runs,81,17.0
José Fonte,José Miguel da Rocha Fonte,171791,80,80,38,191,81,3.8,26.0,31.0,46.0,62.0,62.0,82.0,80.0,CB,Right,Portugal,Ligue 1,2,3,3,Lille,75.0,6.0,Pressure On Heavy Touch,Possession,79,5.0
A. Candreva,Antonio Candreva,173221,80,80,35,180,70,8.5,20.0,70.0,79.0,80.0,81.0,61.0,63.0,"RM, CM",Right,Italy,Serie A,4,4,3,Salernitana,74.0,3.0,Pressure On Heavy Touch,Forward Runs,80,14.0
Joselu,José Luis Sanmartín Mato,173608,80,80,32,192,80,17.0,27.0,64.0,81.0,69.0,73.0,31.0,77.0,ST,Right,Spain,La Liga,3,3,1,Espanyol,76.0,5.0,Press After Possession Loss,Forward Runs,75,8.0
D. Ospina,David Ospina Ramírez,176550,80,80,33,183,80,7.0,36.0,34.0,77.0,77.0,76.0,80.0,81.0,GK,Right,Colombia,Pro League,1,3,2,Al Nassr,73.0,9.0,Pressure On Heavy Touch,Forward Runs,79,9.0
D. Payet,Dimitri Payet,177388,80,80,35,175,77,8.5,35.0,70.0,77.0,82.0,81.0,40.0,65.0,"CAM, LW, CF",Right,France,Ligue 1,4,4,3,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,84,29.5
E. Capoue,Etienne Capoue,178213,80,80,33,190,80,13.0,39.0,53.0,73.0,78.0,75.0,79.0,78.0,"CM, CDM",Right,France,La Liga,3,3,2,Villarreal,80.0,8.0,Balanced,Balanced,76,7.5
G. Wijnaldum,Georginio Gregion Emile Wijnaldum,181291,80,80,31,175,74,17.5,83.0,69.0,71.0,77.0,80.0,77.0,78.0,"CM, CDM",Right,Netherlands,Serie A,3,4,3,Roma,80.0,8.0,Balanced,Possession,82,27.0
F. Muslera,Néstor Fernando Muslera Micol,182494,80,80,36,190,74,2.3,36.0,51.0,72.0,72.0,80.0,83.0,76.0,GK,Right,Uruguay,Super Lig,1,2,3,Galatasaray,76.0,10.0,Pressure On Heavy Touch,Forward Runs,82,13.5
M. Darmian,Matteo Darmian,184392,80,80,32,183,70,14.5,63.0,71.0,59.0,70.0,75.0,81.0,70.0,"RWB, RM",Right,Italy,Serie A,3,5,2,Inter,83.0,9.0,Balanced,Forward Runs,80,13.5
F. Coquelin,Francis Coquelin,189271,80,80,31,176,74,17.5,39.0,68.0,68.0,78.0,79.0,78.0,80.0,"CM, LM, CDM",Right,France,La Liga,3,4,2,Villarreal,80.0,8.0,Balanced,Balanced,79,12.0
Alex Sandro,Alex Sandro Lobo Silva,191043,80,80,31,180,80,15.5,95.0,75.0,65.0,74.0,79.0,76.0,78.0,LB,Left,Brazil,Serie A,3,3,3,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,86,44.0
B. Leno,Bernd Leno,192563,80,80,30,190,83,14.0,50.0,54.0,74.0,74.0,78.0,79.0,81.0,GK,Right,Germany,Premier League,1,3,3,Fulham,76.0,2.0,Pressure On Heavy Touch,Balanced,85,34.0
J. Corona,Jesús Manuel Corona Ruíz,193165,80,80,29,173,66,20.5,38.0,82.0,65.0,79.0,86.0,73.0,67.0,"RW, LW",Right,Mexico,La Liga,5,5,3,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,81,23.0
T. Delaney,Thomas Joseph Delaney,193283,80,80,30,182,79,17.5,31.0,72.0,71.0,74.0,73.0,81.0,81.0,"CDM, CM",Left,Denmark,La Liga,2,4,2,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,0,0.0
A. Delort,Andy Delort,193983,80,80,30,181,83,20.5,55.0,82.0,81.0,72.0,75.0,37.0,82.0,ST,Right,Algeria,Ligue 1,3,3,2,Nice,77.0,6.0,Press After Possession Loss,Possession,76,10.0
C. Wilson,Callum Wilson,196978,80,80,30,180,66,20.5,100.0,81.0,79.0,66.0,77.0,42.0,75.0,ST,Right,England,Premier League,4,3,2,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,75,8.5
Jonathan Viera,Jonathan Viera Ramos,198164,80,80,32,171,67,16.5,14.0,80.0,75.0,79.0,81.0,63.0,72.0,"CAM, CM, LM",Right,Spain,La Liga 2,4,4,2,Las Palmas,72.0,8.0,Press After Possession Loss,Possession,82,23.0
Sergi Roberto,Sergio Roberto Carnicer,199564,80,80,30,178,68,18.0,125.0,74.0,63.0,79.0,77.0,75.0,72.0,"RB, CM",Right,Spain,La Liga,3,3,3,FC Barcelona,84.0,10.0,Balanced,Possession,81,19.5
H. Vanaken,Hans Vanaken,200155,80,80,29,195,80,20.5,34.0,44.0,79.0,81.0,76.0,59.0,74.0,"CM, CAM",Right,Belgium,Jupiler Pro League,4,5,1,Club Brugge,75.0,10.0,Pressure On Heavy Touch,Balanced,75,8.5
S. Ortega,Stefan Ortega Moreno,200159,80,80,29,185,88,14.5,95.0,52.0,86.0,86.0,74.0,80.0,76.0,GK,Right,Germany,Premier League,1,4,1,Manchester City,85.0,10.0,Press After Possession Loss,Possession,68,0.88
Danilo Pereira,Danilo Luís Hélio Pereira,200888,80,80,30,188,83,17.5,76.0,56.0,63.0,70.0,71.0,79.0,85.0,"CDM, CM, CB",Right,Portugal,Ligue 1,3,3,3,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,83,27.5
C. Biraghi,Cristiano Biraghi,201389,80,80,29,185,78,18.5,58.0,76.0,69.0,78.0,77.0,77.0,75.0,LB,Left,Italy,Serie A,3,3,2,Fiorentina,77.0,6.0,Balanced,Forward Runs,72,3.5
R. Freuler,Remo Marco Freuler,202024,80,80,30,181,80,20.0,72.0,66.0,71.0,75.0,77.0,75.0,74.0,"CM, CDM",Right,Switzerland,Premier League,4,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,75,8.5
E. Dier,Eric Dier,202335,80,81,28,188,90,20.0,90.0,54.0,64.0,70.0,64.0,79.0,84.0,CB,Right,England,Premier League,2,2,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,82,25.0
J. Tarkowski,James Tarkowski,202695,80,80,29,188,81,17.5,48.0,55.0,45.0,65.0,63.0,82.0,81.0,CB,Right,England,Premier League,2,4,1,Everton,77.0,4.0,Balanced,Forward Runs,74,6.5
H. Maguire,Harry Maguire,203263,80,80,29,193,100,17.5,110.0,48.0,57.0,68.0,66.0,79.0,84.0,CB,Right,England,Premier League,2,3,3,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,77,10.5
Edgar Badia,Edgar Badia Guardiola,204234,80,80,30,180,70,14.0,20.0,44.0,77.0,77.0,77.0,78.0,78.0,GK,Right,Spain,La Liga,1,3,1,Elche,74.0,2.0,Balanced,Direct Passing,72,3.1
K. Zouma,Kurt Happy Zouma,204311,80,82,27,190,95,22.5,70.0,61.0,51.0,62.0,56.0,80.0,84.0,CB,Right,France,Premier League,2,3,2,West Ham United,79.0,6.0,Balanced,Forward Runs,79,15.0
A. Milik,Arkadiusz Krystian Milik,205175,80,80,28,186,80,21.5,53.0,61.0,83.0,72.0,76.0,40.0,73.0,ST,Left,Poland,Serie A,3,3,3,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,79,18.0
L. Ocampos,Lucas Ariel Ocampos,205632,80,80,27,188,84,22.5,36.0,79.0,80.0,77.0,81.0,62.0,83.0,"RW, LW",Right,Argentina,Eredivisie,4,3,2,Ajax,78.0,10.0,Balanced,Possession,76,11.0
L. Trossard,Leandro Trossard,207421,80,80,27,171,67,22.5,75.0,82.0,79.0,76.0,83.0,30.0,62.0,"LM, ST",Right,Belgium,Premier League,4,4,1,Brighton & Hove Albion,76.0,3.0,Press After Possession Loss,Balanced,73,5.5
L. Paredes,Leandro Daniel Paredes,207439,80,80,28,180,75,21.0,86.0,67.0,66.0,83.0,81.0,75.0,78.0,"CM, CDM",Right,Argentina,Serie A,4,4,2,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,79,16.5
Felipe,Felipe Augusto de Almeida Monteiro,207863,80,80,33,190,84,10.0,53.0,58.0,44.0,59.0,60.0,81.0,82.0,CB,Right,Brazil,La Liga,2,3,3,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,82,18.0
B. Cristante,Bryan Cristante,208268,80,82,27,186,80,23.0,63.0,54.0,73.0,77.0,75.0,78.0,80.0,"CDM, CM",Right,Italy,Serie A,3,4,2,Roma,80.0,8.0,Balanced,Possession,72,4.9
E. Can,Emre Can,208333,80,80,28,186,86,21.0,54.0,79.0,76.0,76.0,79.0,81.0,88.0,"CM, CB, CDM",Right,Germany,Bundesliga,3,4,3,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,80,19.5
Saúl,Saúl Ñíguez Esclápez,208421,80,80,27,184,75,22.5,58.0,69.0,76.0,76.0,78.0,77.0,75.0,"CM, LM, LWB",Left,Spain,La Liga,3,4,3,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,82,32.0
E. Forsberg,Emil Peter Forsberg,208448,80,80,30,177,76,20.5,58.0,68.0,73.0,82.0,82.0,35.0,62.0,"CAM, CF",Right,Sweden,Bundesliga,4,4,3,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,83,31.5
M. de Roon,Marten Elco de Roon,208461,80,80,31,185,76,15.0,51.0,70.0,68.0,70.0,71.0,82.0,83.0,"CDM, CM, CB",Right,Netherlands,Serie A,3,3,3,Atalanta,79.0,7.0,Press After Possession Loss,Forward Runs,75,8.0
A. Belotti,Andrea Belotti,208596,80,80,28,181,84,21.5,78.0,74.0,79.0,58.0,76.0,38.0,83.0,ST,Right,Italy,Serie A,3,5,3,Roma,80.0,8.0,Balanced,Possession,83,37.0
Fred,Frederico Rodrigues de Paula Santos,209297,80,80,29,169,62,20.5,120.0,76.0,67.0,78.0,81.0,75.0,71.0,"CM, CDM",Left,Brazil,Premier League,4,3,3,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,80,19.5
C. Günter,Christian Günter,209846,80,80,29,184,83,18.5,34.0,80.0,58.0,71.0,71.0,75.0,82.0,"LB, LWB, LM",Left,Germany,Bundesliga,3,2,2,SC Freiburg,76.0,4.0,Balanced,Possession,72,3.3
Rui Silva,Rui Tiago Dantas da Silva,210385,80,82,28,191,91,18.0,24.0,31.0,77.0,77.0,77.0,81.0,80.0,GK,Right,Portugal,La Liga,1,3,1,Real Betis,79.0,6.0,Press After Possession Loss,Possession,70,1.8
C. Mbemba,Chancel Mbemba Mangulu,210897,80,82,27,182,78,22.5,43.0,75.0,55.0,60.0,67.0,81.0,82.0,CB,Right,Congo DR,Ligue 1,2,3,1,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,76,9.0
A. Martial,Anthony Martial,211300,80,81,26,184,76,25.0,125.0,82.0,79.0,73.0,84.0,35.0,66.0,"ST, LM",Right,France,Premier League,4,4,3,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,82,33.0
Alex Telles,Alex Nicolao Telles,212462,80,80,29,181,71,18.5,110.0,79.0,74.0,81.0,77.0,75.0,71.0,LB,Left,Brazil,La Liga,3,2,3,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,80,16.0
W. Benítez,Walter Daniel Benítez,215223,80,82,29,191,93,17.5,19.0,48.0,72.0,72.0,79.0,80.0,80.0,GK,Right,Argentina,Eredivisie,1,2,2,PSV,76.0,9.0,Pressure On Heavy Touch,Balanced,71,2.4
J. Correa,Carlos Joaquín Correa,215330,80,80,27,189,75,23.0,75.0,84.0,75.0,76.0,84.0,39.0,68.0,"CF, ST",Right,Argentina,Serie A,4,4,1,Inter,83.0,9.0,Balanced,Forward Runs,73,6.0
I. Fernández,Ignacio Martín Fernández,215998,80,80,32,182,67,16.5,23.0,75.0,77.0,81.0,80.0,70.0,74.0,"CM, CAM",Left,Argentina,Liga Profesional,4,2,1,River Plate,76.0,10.0,Pressure On Heavy Touch,Possession,75,7.5
Morales,José Luis Morales Nogales,216475,80,80,34,180,70,10.5,42.0,83.0,82.0,75.0,83.0,52.0,67.0,"ST, LM",Right,Spain,La Liga,4,4,2,Villarreal,80.0,8.0,Balanced,Balanced,78,10.0
Morales,José Luis Morales Nogales,216475,80,80,34,180,70,10.5,42.0,83.0,82.0,75.0,83.0,52.0,67.0,"ST, LM",Right,Spain,La Liga,4,4,2,Villarreal,80.0,8.0,Balanced,Balanced,78,10.0
Álex Moreno,Alexandre Moreno Lopera,217036,80,80,29,179,68,18.5,29.0,88.0,69.0,73.0,77.0,76.0,69.0,LB,Left,Spain,La Liga,3,3,1,Real Betis,79.0,6.0,Press After Possession Loss,Possession,71,2.7
M. Dahoud,Mahmoud Dahoud,218339,80,81,26,178,68,24.5,52.0,68.0,69.0,77.0,85.0,67.0,70.0,"CM, CDM",Right,Germany,Bundesliga,4,4,2,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,79,18.5
J. Ledesma,Jeremías Conan Ledesma,219522,80,82,29,186,83,17.5,30.0,46.0,72.0,72.0,77.0,78.0,82.0,GK,Right,Argentina,La Liga,1,2,1,Cádiz,74.0,4.0,Balanced,Direct Passing,62,0.29
C. Tolisso,Corentin Tolisso,219683,80,80,27,181,81,22.5,70.0,69.0,78.0,77.0,79.0,77.0,76.0,"CM, CDM",Right,France,Ligue 1,3,3,3,Olympique Lyonnais,78.0,8.0,Pressure On Heavy Touch,Possession,82,30.5
H. Traoré,Hamari Traoré,219789,80,80,30,175,70,18.0,50.0,83.0,57.0,72.0,76.0,75.0,78.0,RB,Right,Mali,Ligue 1,3,3,2,Rennes,77.0,7.0,Balanced,Balanced,73,4.1
A. Rebić,Ante Rebić,220018,80,80,28,185,78,21.0,78.0,86.0,80.0,74.0,81.0,48.0,80.0,"LW, LM, ST",Right,Croatia,Serie A,4,4,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,72,4.2
H. Hateboer,Hans Hateboer,220093,80,80,28,185,72,19.0,53.0,82.0,64.0,71.0,77.0,77.0,76.0,"RWB, RB, RM",Right,Netherlands,Serie A,3,3,3,Atalanta,79.0,7.0,Press After Possession Loss,Forward Runs,71,2.6
N. Keïta,Naby Keïta,220971,80,81,27,172,64,24.0,110.0,69.0,72.0,76.0,85.0,69.0,67.0,CM,Right,Guinea,Premier League,4,4,2,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,83,34.0
Pau López,Pau López Sabata,221087,80,83,27,189,77,20.5,35.0,48.0,82.0,82.0,79.0,81.0,80.0,GK,Left,Spain,Ligue 1,1,3,1,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,78,10.0
Pau López,Pau López Sabata,221087,80,83,27,189,77,20.5,35.0,48.0,82.0,82.0,79.0,81.0,80.0,GK,Left,Spain,Ligue 1,1,3,1,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,78,10.0
L. Klostermann,Lukas Manuel Klostermann,222331,80,82,26,189,88,23.0,53.0,86.0,50.0,64.0,71.0,82.0,77.0,"CB, RB",Right,Germany,Bundesliga,2,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,72,4.9
R. Karsdorp,Rick Karsdorp,222558,80,81,27,184,80,22.0,63.0,85.0,63.0,74.0,77.0,75.0,79.0,"RWB, RM, RB",Right,Netherlands,Serie A,3,3,2,Roma,80.0,8.0,Balanced,Possession,78,12.0
R. Bensebaini,Ramy Bensebaini,224196,80,81,27,187,85,22.0,33.0,76.0,70.0,72.0,77.0,78.0,79.0,"LB, CB",Left,Algeria,Bundesliga,3,4,2,Borussia Mönchengladbach,78.0,5.0,Balanced,Possession,75,7.5
Joan Jordán,Joan Jordán Moreno,224309,80,80,27,183,74,22.5,33.0,59.0,74.0,80.0,76.0,68.0,76.0,"CM, CDM",Right,Spain,La Liga,3,4,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,72,4.1
J. Bowen,Jarrod Bowen,224371,80,81,25,175,70,25.0,73.0,78.0,77.0,75.0,81.0,44.0,66.0,RM,Left,England,Premier League,4,3,1,West Ham United,79.0,6.0,Balanced,Forward Runs,64,0.8
Álex Berenguer,Alejandro Berenguer Remiro,225201,80,80,26,175,73,23.0,33.0,83.0,76.0,77.0,82.0,64.0,66.0,"RM, LM",Right,Spain,La Liga,3,4,1,Athletic Club,79.0,7.0,Balanced,Forward Runs,73,5.0
E. Buendía,Emiliano Buendía,226162,80,81,25,172,72,25.0,84.0,71.0,74.0,81.0,83.0,66.0,70.0,"RM, RW, CAM",Right,Argentina,Premier League,4,4,3,Aston Villa,79.0,5.0,Pressure On Heavy Touch,Forward Runs,69,1.5
U. Çakır,Uğurcan Çakır,226300,80,82,26,191,82,20.0,33.0,54.0,74.0,74.0,76.0,81.0,80.0,GK,Right,Turkey,Super Lig,1,3,1,Trabzonspor,76.0,6.0,Balanced,Possession,64,0.48
G. Scamacca,Gianluca Scamacca,226710,80,86,23,195,85,33.5,73.0,71.0,80.0,67.0,76.0,36.0,74.0,ST,Right,Italy,Premier League,4,3,2,West Ham United,79.0,6.0,Balanced,Forward Runs,64,0.68
M. Dmitrović,Marko Dmitrović,227290,80,80,30,194,94,14.0,25.0,37.0,78.0,78.0,79.0,80.0,77.0,GK,Left,Serbia,La Liga,1,2,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,74,5.0
Nuno Santos,Nuno Miguel Gomes dos Santos,227890,80,80,27,177,72,22.5,20.0,83.0,80.0,76.0,80.0,61.0,69.0,"LW, LWB, RW",Left,Portugal,Liga Portugal,4,3,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,72,4.4
